"indexes";"Company";"TypeName";"Inches";"screen_size";"resolution_width";"resolution_height";"touchscreen";"cpu_brand";"cpu_name";"cpu_speed";"Ram";"memory_type";"primary_storage";"secondary_storage";"gpu_brand";"OpSys";"Weight";"Price";"ppi"
1274;"Asus";"Notebook";15.6;"medium";1366;768;0;"Intel";"Celeron Dual";1.6;4;"HDD";500;0;"Intel";"windows";2.2;19660.0;100
1275;"Asus";"Ultrabook";13.3;"small";1920;1080;0;"Intel";"Core M";0.9;8;"SSD";512;0;"Intel";"windows";1.2;38841.0;166
1276;"Dell";"Notebook";15.6;"medium";1366;768;0;"Intel";"Core i3";2.4;6;"HDD";1024;0;"Intel";"windows";2.3;24456.0;100
1277;"Acer";"Notebook";15.6;"medium";1366;768;0;"Intel";"Celeron Dual";1.6;4;"HDD";500;0;"Intel";"linux";2.4;15398.0;100
1278;"Dell";"Notebook";15.6;"medium";1366;768;0;"Intel";"Celeron Dual";1.6;2;"HDD";500;0;"Intel";"windows";2.2;20193.0;100
1279;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.6;8;"HDD";1024;0;"Nvidia";"windows";2.6;47899.0;141
1280;"HP";"Notebook";15.6;"medium";1920;1080;0;"AMD";"A9-Series 9410";2.9;6;"Hybrid";1024;0;"AMD";"windows";2.0;29303.0;141
1281;"Dell";"Notebook";15.6;"medium";1366;768;0;"Intel";"Core i7";2.7;8;"HDD";1024;0;"AMD";"linux";2.3;42943.0;100
1282;"HP";"Netbook";11.6;"small";1366;768;0;"Intel";"Celeron Dual";1.6;2;"Flash Storage";32;0;"Intel";"windows";1.2;11136.0;135
1283;"Asus";"Notebook";15.6;"medium";1366;768;0;"Intel";"Core i7";2.5;4;"HDD";500;0;"Nvidia";"windows";2.2;38379.0;100
1284;"Lenovo";"2 in 1 Convertible";14.0;"medium";1920;1080;1;"Intel";"Core i7";2.5;4;"SSD";128;0;"Intel";"windows";1.8;33993.0;157
1285;"Lenovo";"2 in 1 Convertible";13.3;"small";3200;1800;1;"Intel";"Core i7";2.5;16;"SSD";512;0;"Intel";"windows";1.3;79867.0;276
1286;"Lenovo";"Notebook";14.0;"medium";1366;768;0;"Intel";"Celeron Dual";1.6;2;"Flash Storage";64;0;"Intel";"windows";1.5;12201.0;112
1287;"HP";"Notebook";15.6;"medium";1366;768;0;"Intel";"Core i7";2.5;6;"HDD";1024;0;"AMD";"windows";2.2;40706.0;100
1288;"Asus";"Notebook";15.6;"medium";1366;768;0;"Intel";"Celeron Dual";1.6;4;"HDD";500;0;"Intel";"windows";2.2;19660.0;100
1289;"Asus";"Ultrabook";13.3;"small";1920;1080;0;"Intel";"Core M";0.9;8;"SSD";512;0;"Intel";"windows";1.2;38841.0;166
1290;"Dell";"Notebook";15.6;"medium";1366;768;0;"Intel";"Core i3";2.4;6;"HDD";1024;0;"Intel";"windows";2.3;24456.0;100
1291;"Acer";"Notebook";15.6;"medium";1366;768;0;"Intel";"Celeron Dual";1.6;4;"HDD";500;0;"Intel";"linux";2.4;15398.0;100
1292;"Dell";"Notebook";15.6;"medium";1366;768;0;"Intel";"Celeron Dual";1.6;2;"HDD";500;0;"Intel";"windows";2.2;20193.0;100
1293;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"Intel";"Core i7";2.6;8;"HDD";1024;0;"Nvidia";"windows";2.6;47899.0;141
1294;"HP";"Notebook";15.6;"medium";1920;1080;0;"AMD";"A9-Series 9410";2.9;6;"Hybrid";1024;0;"AMD";"windows";2.0;29303.0;141
1295;"Dell";"Notebook";15.6;"medium";1366;768;0;"Intel";"Core i7";2.7;8;"HDD";1024;0;"AMD";"linux";2.3;42943.0;100
1296;"HP";"Netbook";11.6;"small";1366;768;0;"Intel";"Celeron Dual";1.6;2;"Flash Storage";32;0;"Intel";"windows";1.2;11136.0;135
1297;"Asus";"Notebook";15.6;"medium";1366;768;0;"Intel";"Core i7";2.5;4;"HDD";500;0;"Nvidia";"windows";2.2;38379.0;100
1298;"Lenovo";"2 in 1 Convertible";14.0;"medium";1920;1080;1;"Intel";"Core i7";2.5;4;"SSD";128;0;"Intel";"windows";1.8;33993.0;157
1299;"Lenovo";"2 in 1 Convertible";13.3;"small";3200;1800;1;"Intel";"Core i7";2.5;16;"SSD";512;0;"Intel";"windows";1.3;79867.0;276
1300;"Lenovo";"Notebook";14.0;"medium";1366;768;0;"Intel";"Celeron Dual";1.6;2;"Flash Storage";64;0;"Intel";"windows";1.5;12201.0;112
1301;"HP";"Notebook";15.6;"medium";1366;768;0;"Intel";"Core i7";2.5;6;"HDD";1024;0;"AMD";"windows";2.2;40706.0;100
1302;"Asus";"Notebook";15.6;"medium";1366;768;0;"Intel";"Celeron Dual";1.6;4;"HDD";500;0;"Intel";"windows";2.2;19660.0;100
